abbr	len	ambiguous	raw	marked	in_other_tags	bare_narrative	ctx1	ctx2	ctx3
cit.	4		4	0	0	4	:     <LEND>     ¦ ( )   Titel eines Werkes       cit. u.   . <LEND>     ¦ <div n="1"> 1)     <div n="2"	Titel eines Abschnittes ( ) in einem best. Werke, cit. im   (s. u.   2,d.). <LEND>     ¦ ( )    :     im	   <div n="p">—   <div n="1"> 1) intrans.  :     (cit. bei   zu  ); vgl.   (l.     <div n="1">— 2) trans
compos.	7		4	0	0	4	pr. eines Flusses   <LEND>     ¦ am Anfange eines compos. vor einem partic. praet. pass.     zu     <div n=	>     ¦ ( )       <LEND>     ¦       zu   kann im compos. vorangehen oder folgen     zu                    	   in             Accent eines darauf ausgehenden compos.         (s. auch bes.)  :     übertr.:         <d
cop.	4		4	0	0	4	    <div n="v">— Vgl.   . <LEND>     ¦ besser als cop. Zusammensetzung zu fassen. <LEND>     ¦ ein Brahm	                                    (adj.)       (cop. adj.)       nach dem Comm. =   . <div n="v">— Vgl	       dass. ebend. (eig. 63).   so v. a.         cop. comp.           128.       Comm. zu     zu   am E
da.	3	Y	6	0	2	4	orangehenden   steht   mit der Bedeutung   allein da.</F> — Zus. aus   und    ;   ist in der Bedeutung 	engottes aus   zu erklären ist keine Veranlassung da. <div n="1">— 5) N. pr. eines Fürsten   verschiede	                              in der Bed.  , auch da. wo das med. dem Versmaass eben so gut entsprochen
etc.	4		49	0	45	4	, bellowing as a bull, bowing, recital of prayer, etc.)       in   <LEND>     ¦   pl. N. pr. eines Lande	en Umschreibung geschlossen)  , Scriptorum Arabum etc. S. 15.   <LEND>     ¦     für   . <LEND>     ¦   	:               <div n="1">— 2)  :           :  , etc. <div n="1">— 3)   überh.,   (m.              ):  
folgend.	8		6	0	2	4	:    ,       Dies ist das     <div n="2">— b) mit folgend. instr.  , nur in der Verbindung  ; s. u.   . <div	"2"> a)           mit dem loc.:               mit folgend. acc.:                   (=  )            ,       	  ; abl. gen.   und  , loc.   und  ; du.   in der folgend. Stelle:    )     pl. nom.  , acc.  , instr.   . E
i. e.	5		5	0	1	4	ed. von   oben richtig vermuthet ist, so v. a.   (i. e.  :     <LEND>     ¦ ( )   <div n="1"> 1)     <div	¦ lies   st.   <LEND>     ¦     [Page5-1058]    , i. e.,  .       <LEND>     ¦, instr.     so v. a.      	="1">— 6) vgl.   . <LEND>    2.  ¦,     (sc.  )   i. e.     <LEND>     ¦   (f.  ) am Ende eines comp.  : 
indecll.	8		4	0	0	4	 erweichen     oder     Im     werden   und   als indecll. aufgeführt. <LEND>    1.  ¦,       <LEND>    2.  	ingekommen zu sein:   . Im     erscheinen   und   indecll. als v.l. von   . <div n="v">— Vgl. 1.   . <LEND> 	en  )         <LEND>     ¦ und       zu     und   indecll. in Verbindung mit   und       zu   <LEND>     ¦  
indefin.	8		4	0	0	4	 <LEND>     ¦     ( )   im   — Das pron. und adv. indefin.   s. u. 1.   und u.   . <LEND>     ¦   N. pr. ein	hes am Anf. einiger   compp. erscheint, ist   als indefin. aufzufassen.     oder  :                     (sub	div n="1">— 8) in Verbindung mit   und   als adv. indefin. <div n="2"> a) mit             (so wohl zu schrei
jur.	4		4	0	0	4	  im   <LEND>     ¦ ( )    , Titel eines med. und jur. Werkes   <div n="v">— Vgl.   . <LEND>     ¦ ( )  	Metrums   Vgl.   2,d. <div n="2">— d) Titel eines jur. Werkes:     —   und   zu   leiten das Wort von   	arbeitung desselben Werkes ebend.     Titel eines jur. (?) Werkes ebend.   <LEND>     ¦ (1.  )     ( )  
log.	4		5	0	1	4	ass.   (ep.       Diese Form haf sich nach der Analog. von   und   gebildet),   Einschiebung nach  , wo 	 den nachvedischen Schriften) <div n="1"> 1) mytholog. Name. Am Ende eines   comp.       <div n="2"> a) 	l.  . <LEND>     ¦ (von  ) <div n="1"> 1)     (in log. Sinne)     <div n="1">— 2)   <div n="2"> a)     <
negat.	6		4	0	0	4	               <div n="1">— 2) indef.  ; meist in negat. Sätzen:                             ( )       <di	     Sehr häufig in einem Satze mit einer zweiten negat. Partikel, wodurch die Negation nicht etwa aufgeho	                      [Page2-0005]             In negat. Sätzen:                                       ( )
particc.	8		4	0	0	4	                                Mit verschiedenen particc.:                             ( :  ;   wird ein Be	 med.     ( ). in der alten Sprache davon nur die particc.    , und    :                             [Page4-	st. dessen    :     <LEND>    2.  ¦ = 1.   in den particc.          :                           <LEND>    3.
periphr.	8		4	0	0	4	lärt. <LEND>     ¦ (von   mit  )    :       (fut. periphr.)     <div n="v">— Vgl.   . <LEND>     ¦ (1.  )   	                 ?)       Hierher gehört auch das periphr. perf., das durch die Verbindung eines adverb. auf	    ( ; v.l.   und  ).   ( ; v.l.  ;   :   . kein periphr. perf.  ,  . Nach   bloss in Verbindung mit   . — 
poss.	5		4	0	0	4	(Gegend)     zu   <LEND>     ¦ (von  )     (pron. poss. reflex. für alle Personen wie das slawische  ):  	 (von  )        , vertritt die Stelle eines pron. poss. refl. aller Personen,                     ( )    	                                              praeposs.           <div n="v">— Vgl.   . <LEND>     ¦ (von
pron. subst.	12		4	0	0	4	r:         v.l. ad   <div n="1">— 5) vertritt das pron. subst. der 3ten Person                           auf die	vielleicht aus dem instr.   (s. u.  ) entwickelt. pron. subst. der 3ten Person  :                               	erdoppeln und verdreifachen könnten, ist   reines pron. subst.; sehen wir nun hier und da   auch   mit einem sub
proparoxyt.	11		4	0	0	4	 von  ; nach   in der zweiten   Bed. oxyt., sonst proparoxyt. <div n="1"> 1)           zu   am Ende eines comp.	ren Frucht     zu   <LEND>     ¦ und   (von  )   (proparoxyt.?). Die erste ist die ältere, im   regelmässig geb	     ¦ (von      :     <LEND>     ¦ und   (von  , proparoxyt. in der späteren Sprache   oxyt.   In den vedische
rhet.	5		4	0	0	4	="1"> 1)   dass.           <div n="1">— 2)   eine rhet. Figur:   ( )     <LEND>     ¦ ( )    :       <LEN	v n="1">— 2)         <div n="1">— 3)   eine best. rhet. Figur,  :           <LEND>     ¦ ( )    :        	g. (  die ältere). <div n="1">— 2)     eine best. rhet. Figur:  ,                 zu   Beispiele   und   
Anmm.	5		3	0	0	3	ung der Consonanten. <LEND>     ¦       (vgl. die Anmm.).       übersetzt   (also =  ). <div n="v">— Vgl.	 n="1"> 1) nom. ag. (f.  )  :   (  v. l.   (s. d. Anmm.). am Ende eines comp.  :   ( )                   	u   =     =     Vgl.   in der Einl. zu     in den Anmm. zu   <div n="1">— 7)         <div n="1">— 8) Bez.
Appell.	7		3	0	0	3	             , d. h.     Vor einem Nomen pr. oder Appell. ( ) im Vorwurf, mit dem Accent auf der letzten Si	annes   <div n="v">— Vgl.   . <LEND>     ¦  , als Appell.   als N. pr.   zu     oder         <LEND>     ¦ (	   (wenn in der Stelle kein Fehler vorliegt):     Appell. so v. a.   nach   in   Weitere Nachweisungen gieb
Arithm.	7		3	0	0	3	n="1">— 5)       ( ) und   <div n="1">— 6) in der Arithm.       <div n="1">— 7)     (  Vgl.   . <div n="1">	                           <div n="1">— 3) in der Arithm.         <div n="v">— Vgl.   . <LEND>     ¦ (von  	. 1.  ; davon         <LEND>     ¦ und     in der Arithm.       zu   <LEND>     ¦ (von 1.  )     m. (dieses
Bild.	5		3	0	0	3	elbst nicht verzeichnet. <LEND>     ¦ (ungrammat. Bild. von  )                 <LEND>     ¦ (von  ) <div 	n  )   (von  , was wohl   bedeutet).   (eine neue Bild. von  ). <div n="1"> 1)    :                     (	   du. als patron.   <LEND>     ¦ (unregelmässige Bild. von  )  :         <LEND>     ¦         v.l. <LEND
Constr.	7		3	0	0	3	ng erscheinen in dem Verse   :   vgl. auch   Eine Constr. mit dem gen.   (=  ) wird durch Herstellung von  	inem zweiten appositionellem acc. (nom. bei pass. Constr.) construirt:                         (   ).      	t   nach dem appositionellen acc. (nom. bei pass. Constr.):                                               z
Denom.	6		3	0	0	3	   ¦ (1.  )       im   u.   und   . <LEND>     ¦ (Denom. von    ),    ,   ( ) im   — Auch   . <LEND>     ¦	LEND>     ¦ (1.  )    ,  ,       <LEND>     ¦,   (Denom. von    ,   s. r.   . <LEND>     ¦ (1.  )     (der	partic. act.:             partic. med.:         — Denom. von einem nicht erhaltenen nom.  , von dem auch  
End.	4		3	0	0	3	erlegen:   ist wohl Charakter des desider.,   die End. des partic.; vgl.   . In diesem Falle, aber nicht	                 :               Das fem. mit der End. des superl.:         <div n="1">— 2)   N. pr. ein	<div n="v">— Vgl.   . <LEND>     ¦ (von   mit der End. des superl.)    :             <LEND>     ¦   N. p
Ergänz.	7		3	0	0	3	    zu     näml.           <div n="1">— 2)   (mit Ergänz. von   oder  )       (wobei nach   der Vater der B	. <LEND>     ¦ (von  )   <div n="1"> 1)  ;   (mit Ergänz. von  )       im           mit Ergänzung von     i	wo   st.  .                (beim coitus)    ; die Ergänz. im gen., dat., loc., im comp. vorang., im inf. od
Erläutt.	8		3	0	0	3	     Dem   eigenthümlich ist die Form     und die Erläutt.  ,   als dat.             als loc.:              	.   und   . <LEND>     ¦ (wie eben)       und die Erläutt. <LEND>     ¦       <LEND>     ¦ (3.  ) <div n="1"	         <LEND>     ¦ (1.         <LEND>     ¦,   Erläutt. S. 12, Anm. 4. verbessere   . <LEND>     ¦ <div n
Fem.	4		3	0	0	3	s Substantiv einen Theil des Körpers, so geht das Fem. auf   aus,   (   ,  ). Der Ton ruht auf der letzt	    +    )       <LEND>     ¦ (das substantivirte Fem. vom    )   <div n="1"> 1)   (nach dem Schol. die 	       (aus einem älteren Liede)   (wie von einem Fem. auf  ; vgl.  )                   Instr.    ,     
Gerichtsspr.	12		3	0	0	3	 n="1"> 1)  , ein Bein.  . <div n="1">— 2) in der Gerichtsspr.     <LEND>     ¦ (von  )         zu   Accent eine	 (1.  )       <LEND>     ¦ (1.  )   subst. in der Gerichtsspr.:     im       :   <div n="v">— Vgl.   . <LEND>   	     =     zu   =     im   <div n="1">— 4) in der Gerichtsspr. =     im     <div n="1">— 5) die person.   oder  
Inhaltsverz.	12		3	0	0	3	     ¦ ( ) <div n="1"> 1)       [Page1-0588] , im Inhaltsverz. Vgl.     <div n="1">— 2)   N. pr. Verfasser eines	pl. N. einer Kaste im     <LEND>     ¦ ( )     im Inhaltsverz. zur Erkl. von   . <LEND>     ¦   N. einer Pflanze	    <LEND>     ¦     (mit essbarer Knolle)     im Inhaltsverz. <div n="v">— Vgl.   . <LEND>     ¦   dass. ebend.
Interj.	7		3	0	0	3	<H>     1.  ¦ Interj.   (die beiden Vocale fliessen nicht in einander) 	  ¦ (3.  )     <div n="v">— Vgl.   . <LEND>     ¦ Interj. der Freude und Ueberraschung:     zu   <LEND>    	 )       <LEND>     ¦ (3.  )         <LEND>     ¦ Interj.   zu   <LEND>     ¦       <LEND>     ¦ (3.  )    
Lit.	4		184	0	181	3	             am Anf. eines comp.     Aus der ved. Lit. sind zu belegen die Formen:   und   (  ); nom. pl	                 In den Beispielen aus der klass. Lit. schreiben wir   mit dem pron. verbunden, weil hie	     (  spricht)               Citat aus der ved. Lit.       <div n="v">— Vgl.   . <LEND>     ¦ ( )     
Math.	5		3	0	0	3	iv n="2">— d)  :     ( )   <div n="2">— e) in der Math.           <div n="2">— f) in der Med.  :     <div	    Zum Ueberfluss noch   hinzugefügt:     In der Math.     <div n="1">— 9)   so v. a.  :                	            :         zu   <div n="1">— 9) in der Math.     <div n="1">— 10) bildliche Bez.         <div 
Mathem.	7		3	0	0	3	   (den man sich  )       <div n="1">— 9) (in der Mathem.)     <LEND>     ¦ (wie eben) <div n="1"> 1)   <di	  )    - , =     ( ). <div n="1">— 3)     (in der Mathem.)   <div n="1">— 4)       <div n="1">— 5) Bez.  : 	ten Worte stehen  ).       <div n="1">— 7) in der Mathem.       [Page4-0909] <div n="1">— 8)     so v. a.  
Mpt.	4		3	0	0	3	 Fehler st.   vor, wie unsere Abschriften und ein Mpt. des   auf der Tübinger Universitätsbibl. liest. D	n zu müssen:   Cit. in   — intens.  :       zu  , Mpt. <div n="p">—    :     <div n="p">—     oder   —: 	o auch die   <LEND>     ¦ <div n="1"> 1)   zu     Mpt.).                               so v. a.     Fast
Mythol.	7		3	0	0	3	v n="1"> 1)   <div n="2"> a)  )  ,  . 2.   in der Mythol. göttliche Wesen mit menschlichem Antlitz, deren S	nsbes. heisst so  ; in der Astr.   (s.  ), in der Mythol. der vom   (s.  ) getrennte   eines Dämons, der wi	  zu   <div n="1">— 2)   <div n="2"> a)  ; in der Mythol. ein Sohn   und Enkel  ,                         i
Nom. appell.	12		3	0	0	3	    <LEND>     ¦ ( )       Ist eher Erklärung als Nom. appell. <LEND>     ¦ ( )   N. pr. eines       <LEND>     	"1"> 1) =   1:     N. pr. einer Localität(?) oder Nom. appell.  ,   <div n="1">— 2)       <LEND>     ¦ falsche S	<LEND>    1.  ¦ <div n="1"> 5) <div n="2"> a) als Nom. appell.  ; sg.   pl.   <LEND>     ¦ mit     Bez.     <LEN
Participialfut.	15		3	0	0	3	          mit     mit     mit     <div n="3">— γ) Participialfut.   <div n="3">— δ) imperat.                       	n verbum finitum:         <div n="2">— c) mit dem Participialfut., im Nachsatz das andere fut.   <div n="2">— d) mi	imperat.   <div n="3">— ε) fut.   <div n="3">— ζ) Participialfut.   <div n="3">— η) kein verbum finitum            
Präp.	5		3	0	0	3	ältere Form der Wurzel die mit   ist; vgl.   Ohne Präp. nur in der Verbindung mit   gebraucht:  :   (zur 	rd   Accent eines auf   ausgehenden und mit einer Präp. anlautenden comp.     als     <div n="2">— b)  : 	 <div n="p">—    :     Die Accentuirung zieht die Präp. zu   . <div n="p">—    : [Page7-0417]            
Tit.	4		3	0	0	3	                                                  Tit. des 114ten   im          , ein Grammatiker,   <LE	 auch in folg. Stellen:   (gen.)     (voc.)   —   Tit. eines Gedichts   <div n="v">— Vgl.   und   . <div	  <div n="1">— 2)         im   <LEND>     ¦ ( )   Tit. einer Schrift   <LEND>     ¦ ( )     (s.  )   <LE
Vergl.	6		3	0	0	3	    Auch     <LEND>     ¦ (von 2.  )     (laut im Vergl. zu  ), eine der 7 Stufen der Rede         beim   	. durch   wiedergegeben. <LEND>     ¦ ( )       — Vergl. das folg. W. <LEND>     ¦ ( )    ,   <LEND>     ¦	.:                   <div n="1">— 2)  :         — Vergl.   und   . — desid.  :    )   Vgl.   . <div n="p">
Verz.	5		22243	0	22240	3	     u. s. w. <div n="1">— 2)   ein Beiname   (im Verz. seiner 1000 Namen)   <LEND>     ¦ (3.  )   <div n	<LEND>     ¦ oder   Titel eines buddh.     und  , Verz. der tib. Hdschrr. 6.         Die Schreibart   ist	n="2">— c)  :     <div n="2">— d)       u. s. w.: Verz.     in zwölf Schalen                         <div
Voc.	4		3	0	0	3	   von   abgeleitet wird. <LEND>     ¦       im   Voc.:    ,     <LEND>     ¦ part. praet. pass. von   u	   als Adjectiv zu nehmen.  , ult. erscheint   im Voc. als ein Beiname  . <LEND>     ¦ ( )       <LEND> 	    ¦ (? von  )    :     <LEND>     ¦ (von  )     Voc.   oder    ,  .     Euphonische Regeln  -        <
Wörterb.	8		3	0	0	3	div n="3">— γ)  :     <div n="3">— δ) in den ind. Wörterb. =             <div n="3">— ε)   (s. u. b.)  :    	               in der Einl. zur 1sten Ausgabe des Wörterb. XXXI.             <LEND>     ¦ ( )       <LEND>  	                 absol.:   (vgl. u.  )  ,   bei   Wörterb. u.   . <div n="v">— Vgl.   . — caus. <div n="1"> 
Zusamm.	7		3	0	0	3	sg.      ,                   Am Ende einer copul. Zusamm.:         fem.     <LEND>    1.  ¦ (1.  )   sg.   	   1.  ¦,  , s.   . <LEND>    2.  ¦   am Ende von Zusamm.    ; vgl.   u. s. w. <LEND>     ¦ s.   . <LEND>  	iv n="2">— b)     im   <LEND>     ¦ am Ende einer Zusamm. nach   und   2.   <LEND>     ¦   m.     <div n="1
Zusammenh.	10		3	0	0	3	:  , nach   :  , nach   :   — Vielleicht in etym. Zusammenh. mit   . <LEND>     ¦ (von  )   nur im      :     	 Zeitwort begleitet ist, muss ein solches aus dem Zusammenh. ergänzt werden, z. B.   in     ein Zeitwort des  	"1">— 3)   N. pr. eines     — Vielleicht in etym. Zusammenh. mit lat.   <LEND>     ¦ ( )    :     <LEND>     ¦
adject.	7		3	0	0	3	zungen ist   (nicht  ) im Gebrauch; am Ende eines adject. Compositums erscheint jedoch stets  ,   In einer 	                (2   = 1  )   <div n="2">— b) mit adject. Bedeutung:    )           (vgl.  .           ,   	 d)  , =     — Ob die Bedeutungen    ) und   in   adject. oder subst. zu fassen sind, lässt sich nicht mit 
allgem.	7		3	0	0	3	     <div n="1">— 2)   <div n="2"> a) (sc.  ) die allgem. Bezeichnung für   (  u.s.w.): so benannt nach dem	bend. <div n="v">— Vgl.   . <LEND>     ¦ ( )    , allgem. Bez. für die 5 Bäume   und     =       <div n="v"	v n="1">— 2)       zu   <LEND>     ¦ (von  )    , allgem. Bez. für die 4 Stufen der   bei den Buddhisten:  
angef.	6		3	0	0	3	führt, wohl missverständlich und ungenau nach der angef. Stelle, indem es in der Bedeutung eines einfachen	(vgl. <span>N. 3</span>).     Vgl. auch die u. 6. angef. Stelle aus dem   und   . <div n="1">— 8)     N. p	iten zu verwechseln geneigt sind, nur in der oben angef. Stelle   gesucht werden. Häufig dagegen in   und 
card.	5		3	0	0	3	                                   vor einem nom. card.:         (nach    ).   13(1/2)             ( :  )	                 ,  . 3,     16(1/2)   nach einem card.:       <div n="1">— 2)  , m.:           n.       	    zu       <LEND>     ¦ (von  ) nach einem nom. card.  :     (der das Opferfleisch in so viele Stücke z
constr.	7		3	0	0	3	  <div n="1"> 1)                           verbal constr.:     Vgl.   . <div n="1">— 2)     im   <LEND>    	u.                                 Mit einem abl. constr.   <div n="1">— 3)       <div n="v">— Vgl.   und  	a)  :                   <div n="2">— b)  , verbal constr.: [Page6-1332]        :                           
